week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-01-08,BEV-001,STR-006,129,10,32,107,False
2024-01-15,BEV-001,STR-006,107,29,41,95,False
2024-01-22,BEV-001,STR-006,95,22,27,90,False
2024-01-29,BEV-001,STR-006,90,24,30,84,False
2024-02-05,BEV-001,STR-006,84,12,92,4,False
2024-02-12,BEV-001,STR-006,4,66,33,37,False
2024-02-19,BEV-001,STR-006,37,69,34,72,False
2024-02-26,BEV-001,STR-006,72,5,77,0,False
2024-03-04,BEV-001,STR-006,0,40,40,0,False
2024-03-11,BEV-001,STR-006,0,68,22,46,False
2024-03-18,BEV-001,STR-006,46,36,82,0,True
2024-03-25,BEV-001,STR-006,0,44,11,33,False
2024-04-01,BEV-001,STR-006,33,94,15,112,False
2024-04-08,BEV-001,STR-006,112,5,47,70,False
2024-04-15,BEV-001,STR-006,70,1,47,24,False
2024-04-22,BEV-001,STR-006,24,43,44,23,False
2024-04-29,BEV-001,STR-006,23,54,77,0,True
2024-05-06,BEV-001,STR-006,0,44,44,0,True
2024-05-13,BEV-001,STR-006,0,35,35,0,True
2024-05-20,BEV-001,STR-006,0,42,28,14,False
2024-05-27,BEV-001,STR-006,14,73,25,62,False
2024-06-03,BEV-001,STR-006,62,9,10,61,False
2024-06-10,BEV-001,STR-006,61,15,76,0,True
2024-01-01,BEV-002,STR-006,153,24,43,134,False
2024-01-08,BEV-002,STR-006,134,20,15,139,False
2024-01-15,BEV-002,STR-006,139,8,41,106,False
2024-01-22,BEV-002,STR-006,106,9,101,14,False
2024-01-29,BEV-002,STR-006,14,79,27,66,False
2024-02-05,BEV-002,STR-006,66,14,48,32,False
2024-02-12,BEV-002,STR-006,32,28,49,11,False
2024-02-19,BEV-002,STR-006,11,23,34,0,True
2024-02-26,BEV-002,STR-006,0,71,24,47,False
2024-03-04,BEV-002,STR-006,47,39,14,72,False
2024-03-11,BEV-002,STR-006,72,28,11,89,False
2024-03-18,BEV-002,STR-006,89,28,19,98,False
2024-03-25,BEV-002,STR-006,98,2,17,83,False
2024-04-01,BEV-002,STR-006,83,29,61,51,False
2024-04-08,BEV-002,STR-006,51,4,44,11,False
2024-04-15,BEV-002,STR-006,11,55,45,21,False
2024-04-22,BEV-002,STR-006,21,56,21,56,False
2024-04-29,BEV-002,STR-006,56,19,18,57,False
2024-05-06,BEV-002,STR-006,57,6,32,31,False
2024-05-13,BEV-002,STR-006,31,42,48,25,False
2024-05-20,BEV-002,STR-006,25,70,35,60,False
2024-05-27,BEV-002,STR-006,60,24,40,44,False
2024-06-03,BEV-002,STR-006,44,74,86,32,False
2024-06-10,BEV-002,STR-006,32,44,28,48,False
2024-01-01,BEV-003,STR-006,62,9,37,34,False
2024-01-08,BEV-003,STR-006,34,77,12,99,False
2024-01-15,BEV-003,STR-006,99,21,63,57,False
2024-01-22,BEV-003,STR-006,57,18,14,61,False
2024-01-29,BEV-003,STR-006,61,29,28,62,False
2024-02-05,BEV-003,STR-006,62,23,80,5,False
2024-02-12,BEV-003,STR-006,5,74,24,55,False
2024-02-19,BEV-003,STR-006,55,16,23,48,False
2024-02-26,BEV-003,STR-006,48,26,45,29,False
2024-03-04,BEV-003,STR-006,29,35,64,0,True
2024-03-11,BEV-003,STR-006,0,70,49,21,False
2024-03-18,BEV-003,STR-006,21,99,37,83,False
2024-03-25,BEV-003,STR-006,83,12,26,69,False
2024-04-01,BEV-003,STR-006,69,9,36,42,False
2024-04-08,BEV-003,STR-006,42,25,34,33,False
2024-04-15,BEV-003,STR-006,33,25,32,26,False
2024-04-22,BEV-003,STR-006,26,74,34,66,False
2024-04-29,BEV-003,STR-006,66,10,33,43,False
2024-05-06,BEV-003,STR-006,43,47,43,47,False
2024-05-13,BEV-003,STR-006,47,80,47,80,False
2024-05-20,BEV-003,STR-006,80,15,92,3,False
2024-05-27,BEV-003,STR-006,3,78,48,33,False
2024-06-03,BEV-003,STR-006,33,78,29,82,False
2024-06-10,BEV-003,STR-006,82,28,10,100,False
2024-01-01,BEV-004,STR-006,105,26,44,87,False
2024-01-08,BEV-004,STR-006,87,6,49,44,False
2024-01-15,BEV-004,STR-006,44,99,36,107,False
2024-01-22,BEV-004,STR-006,107,8,32,83,False
2024-01-29,BEV-004,STR-006,83,17,42,58,False
2024-02-05,BEV-004,STR-006,58,8,46,20,False
2024-02-12,BEV-004,STR-006,20,67,26,61,False
2024-02-19,BEV-004,STR-006,61,2,41,22,False
2024-02-26,BEV-004,STR-006,22,33,44,11,False
2024-03-04,BEV-004,STR-006,11,36,40,7,False
2024-03-11,BEV-004,STR-006,7,69,32,44,False
2024-03-18,BEV-004,STR-006,44,98,24,118,False
2024-03-25,BEV-004,STR-006,118,17,24,111,False
2024-04-01,BEV-004,STR-006,111,14,17,108,False
2024-04-08,BEV-004,STR-006,108,8,22,94,False
2024-04-15,BEV-004,STR-006,94,28,114,8,False
2024-04-22,BEV-004,STR-006,8,32,40,0,True
2024-04-29,BEV-004,STR-006,0,97,24,73,False
2024-05-06,BEV-004,STR-006,73,17,43,47,False
2024-05-13,BEV-004,STR-006,47,50,38,59,False
2024-05-20,BEV-004,STR-006,59,5,64,0,True
2024-05-27,BEV-004,STR-006,0,73,73,0,True
2024-06-03,BEV-004,STR-006,0,97,46,51,False
2024-06-10,BEV-004,STR-006,51,28,39,40,False
2024-01-01,BEV-005,STR-006,133,2,31,104,False
2024-01-08,BEV-005,STR-006,104,15,26,93,False
2024-01-15,BEV-005,STR-006,93,3,11,85,False
2024-01-22,BEV-005,STR-006,85,29,43,71,False
2024-01-29,BEV-005,STR-006,71,24,48,47,False
2024-02-05,BEV-005,STR-006,47,83,29,101,False
2024-02-12,BEV-005,STR-006,101,7,46,62,False
2024-02-19,BEV-005,STR-006,62,8,11,59,False
2024-02-26,BEV-005,STR-006,59,21,31,49,False
2024-03-04,BEV-005,STR-006,49,57,38,68,False
2024-03-11,BEV-005,STR-006,68,17,42,43,False
2024-03-18,BEV-005,STR-006,43,20,42,21,False
2024-03-25,BEV-005,STR-006,21,46,29,38,False
2024-04-01,BEV-005,STR-006,38,52,41,49,False
2024-04-08,BEV-005,STR-006,49,79,45,83,False
2024-04-15,BEV-005,STR-006,83,1,25,59,False
2024-04-22,BEV-005,STR-006,59,23,69,13,False
2024-04-29,BEV-005,STR-006,13,73,27,59,False
2024-05-06,BEV-005,STR-006,59,10,46,23,False
2024-05-13,BEV-005,STR-006,23,98,26,95,False
2024-05-20,BEV-005,STR-006,95,25,39,81,False
2024-05-27,BEV-005,STR-006,81,2,13,70,False
2024-06-03,BEV-005,STR-006,70,9,27,52,False
2024-06-10,BEV-005,STR-006,52,21,15,58,False
2024-01-01,BEV-006,STR-006,117,20,38,99,False
2024-01-08,BEV-006,STR-006,99,26,18,107,False
2024-01-15,BEV-006,STR-006,107,19,15,111,False
2024-01-22,BEV-006,STR-006,111,7,47,71,False
2024-01-29,BEV-006,STR-006,71,14,33,52,False
2024-02-05,BEV-006,STR-006,52,24,76,0,True
2024-02-12,BEV-006,STR-006,0,81,44,37,False
2024-02-19,BEV-006,STR-006,37,94,31,100,False
2024-02-26,BEV-006,STR-006,100,18,38,80,False
2024-03-04,BEV-006,STR-006,80,0,43,37,False
2024-03-11,BEV-006,STR-006,37,36,27,46,False
2024-03-18,BEV-006,STR-006,46,98,32,112,False
2024-03-25,BEV-006,STR-006,112,2,31,83,False
2024-04-01,BEV-006,STR-006,83,24,28,79,False
2024-04-08,BEV-006,STR-006,79,17,76,20,False
2024-04-15,BEV-006,STR-006,20,89,65,44,False
2024-04-22,BEV-006,STR-006,44,40,17,67,False
2024-04-29,BEV-006,STR-006,67,25,49,43,False
2024-05-06,BEV-006,STR-006,43,93,10,126,False
2024-05-13,BEV-006,STR-006,126,24,26,124,False
2024-05-20,BEV-006,STR-006,124,11,16,119,False
2024-05-27,BEV-006,STR-006,119,1,24,96,False
2024-06-03,BEV-006,STR-006,96,13,13,96,False
2024-06-10,BEV-006,STR-006,96,18,16,98,False
2024-01-01,BEV-007,STR-006,51,4,46,9,False
2024-01-08,BEV-007,STR-006,9,51,31,29,False
2024-01-15,BEV-007,STR-006,29,73,10,92,False
2024-01-22,BEV-007,STR-006,92,18,45,65,False
2024-01-29,BEV-007,STR-006,65,22,42,45,False
2024-02-05,BEV-007,STR-006,45,26,22,49,False
2024-02-12,BEV-007,STR-006,49,45,36,58,False
2024-02-19,BEV-007,STR-006,58,12,45,25,False
2024-02-26,BEV-007,STR-006,25,76,36,65,False
2024-03-04,BEV-007,STR-006,65,22,11,76,False
2024-03-11,BEV-007,STR-006,76,22,25,73,False
2024-03-18,BEV-007,STR-006,73,13,25,61,False
2024-03-25,BEV-007,STR-006,61,14,44,31,False
2024-04-01,BEV-007,STR-006,31,53,38,46,False
2024-04-08,BEV-007,STR-006,46,90,32,104,False
2024-04-15,BEV-007,STR-006,104,17,41,80,False
2024-04-22,BEV-007,STR-006,80,28,10,98,False
2024-04-29,BEV-007,STR-006,98,5,41,62,False
2024-05-06,BEV-007,STR-006,62,25,16,71,False
2024-05-13,BEV-007,STR-006,71,20,45,46,False
2024-05-20,BEV-007,STR-006,46,93,26,113,False
2024-05-27,BEV-007,STR-006,113,23,21,115,False
2024-06-03,BEV-007,STR-006,115,14,41,88,False
2024-06-10,BEV-007,STR-006,88,16,37,67,False
2024-01-01,BEV-008,STR-006,113,3,11,105,False
2024-01-08,BEV-008,STR-006,105,14,22,97,False
2024-01-15,BEV-008,STR-006,97,25,81,41,False
2024-01-22,BEV-008,STR-006,41,44,19,66,False
2024-01-29,BEV-008,STR-006,66,8,47,27,False
2024-02-05,BEV-008,STR-006,27,36,63,0,True
2024-02-12,BEV-008,STR-006,0,81,11,70,False
2024-02-19,BEV-008,STR-006,70,16,13,73,False
2024-02-26,BEV-008,STR-006,73,7,80,0,True
2024-03-04,BEV-008,STR-006,0,40,30,10,False
2024-03-11,BEV-008,STR-006,10,43,38,15,False
2024-03-18,BEV-008,STR-006,15,37,52,0,True
2024-03-25,BEV-008,STR-006,0,64,29,35,False
2024-04-01,BEV-008,STR-006,35,33,18,50,False
2024-04-08,BEV-008,STR-006,50,3,40,13,False
2024-04-15,BEV-008,STR-006,13,66,29,50,False
2024-04-22,BEV-008,STR-006,50,12,18,44,False
2024-04-29,BEV-008,STR-006,44,38,24,58,False
2024-05-06,BEV-008,STR-006,58,24,82,0,True
2024-05-13,BEV-008,STR-006,0,68,37,31,False
2024-05-20,BEV-008,STR-006,31,85,12,104,False
2024-05-27,BEV-008,STR-006,104,16,28,92,False
2024-06-03,BEV-008,STR-006,92,16,21,87,False
2024-06-10,BEV-008,STR-006,87,10,12,85,False
2024-01-01,BEV-009,STR-006,98,7,44,61,False
2024-01-08,BEV-009,STR-006,61,13,16,58,False
2024-01-15,BEV-009,STR-006,58,23,25,56,False
2024-01-22,BEV-009,STR-006,56,16,10,62,False
2024-01-29,BEV-009,STR-006,62,15,53,24,False
2024-02-05,BEV-009,STR-006,24,25,38,11,False
2024-02-12,BEV-009,STR-006,11,90,25,76,False
2024-02-19,BEV-009,STR-006,76,25,35,66,False
2024-02-26,BEV-009,STR-006,66,25,42,49,False
2024-03-04,BEV-009,STR-006,49,82,64,67,False
2024-03-11,BEV-009,STR-006,67,28,41,54,False
2024-03-18,BEV-009,STR-006,54,13,11,56,False
2024-03-25,BEV-009,STR-006,56,25,21,60,False
2024-04-01,BEV-009,STR-006,60,13,22,51,False
2024-04-08,BEV-009,STR-006,51,11,43,19,False
2024-04-15,BEV-009,STR-006,19,67,86,0,True
2024-04-22,BEV-009,STR-006,0,92,37,55,False
2024-04-29,BEV-009,STR-006,55,22,22,55,False
2024-05-06,BEV-009,STR-006,55,19,11,63,False
2024-05-13,BEV-009,STR-006,63,22,12,73,False
2024-05-20,BEV-009,STR-006,73,3,11,65,False
2024-05-27,BEV-009,STR-006,65,1,28,38,False
2024-06-03,BEV-009,STR-006,38,96,15,119,False
2024-06-10,BEV-009,STR-006,119,17,31,105,False
2024-01-01,BEV-010,STR-006,61,20,39,42,False
2024-01-08,BEV-010,STR-006,42,67,16,93,False
2024-01-15,BEV-010,STR-006,93,26,29,90,False
2024-01-22,BEV-010,STR-006,90,15,46,59,False
2024-01-29,BEV-010,STR-006,59,10,14,55,False
2024-02-05,BEV-010,STR-006,55,25,12,68,False
2024-02-12,BEV-010,STR-006,68,8,46,30,False
2024-02-19,BEV-010,STR-006,30,89,38,81,False
2024-02-26,BEV-010,STR-006,81,7,30,58,False
2024-03-04,BEV-010,STR-006,58,5,20,43,False
2024-03-11,BEV-010,STR-006,43,54,33,64,False
2024-03-18,BEV-010,STR-006,64,9,23,50,False
2024-03-25,BEV-010,STR-006,50,8,43,15,False
2024-04-01,BEV-010,STR-006,15,36,26,25,False
2024-04-08,BEV-010,STR-006,25,20,40,5,False
2024-04-15,BEV-010,STR-006,5,61,13,53,False
2024-04-22,BEV-010,STR-006,53,21,74,0,True
2024-04-29,BEV-010,STR-006,0,88,27,61,False
2024-05-06,BEV-010,STR-006,61,16,51,26,False
2024-05-13,BEV-010,STR-006,26,27,15,38,False
2024-05-20,BEV-010,STR-006,38,82,20,100,False
2024-05-27,BEV-010,STR-006,100,8,50,58,False
2024-06-03,BEV-010,STR-006,58,27,20,65,False
2024-06-10,BEV-010,STR-006,65,20,19,66,False
2024-01-01,BEV-011,STR-006,161,9,63,107,False
2024-01-08,BEV-011,STR-006,107,15,23,99,False
2024-01-15,BEV-011,STR-006,99,21,30,90,False
2024-01-22,BEV-011,STR-006,90,6,39,57,False
2024-01-29,BEV-011,STR-006,57,6,32,31,False
2024-02-05,BEV-011,STR-006,31,57,35,53,False
2024-02-12,BEV-011,STR-006,53,11,31,33,False
2024-02-19,BEV-011,STR-006,33,36,15,54,False
2024-02-26,BEV-011,STR-006,54,23,47,30,False
2024-03-04,BEV-011,STR-006,30,40,17,53,False
2024-03-11,BEV-011,STR-006,53,24,30,47,False
2024-03-18,BEV-011,STR-006,47,52,33,66,False
2024-03-25,BEV-011,STR-006,66,24,37,53,False
2024-04-01,BEV-011,STR-006,53,15,21,47,False
2024-04-08,BEV-011,STR-006,47,71,55,63,False
2024-04-15,BEV-011,STR-006,63,24,35,52,False
2024-04-22,BEV-011,STR-006,52,24,76,0,True
2024-04-29,BEV-011,STR-006,0,50,50,0,True
2024-05-06,BEV-011,STR-006,0,52,52,0,True
2024-05-13,BEV-011,STR-006,0,66,27,39,False
2024-05-20,BEV-011,STR-006,39,54,43,50,False
2024-05-27,BEV-011,STR-006,50,13,27,36,False
2024-06-03,BEV-011,STR-006,36,49,17,68,False
2024-06-10,BEV-011,STR-006,68,22,19,71,False
2024-01-01,BEV-012,STR-006,188,3,35,156,False
2024-01-08,BEV-012,STR-006,156,7,22,141,False
2024-01-15,BEV-012,STR-006,141,17,28,130,False
2024-01-22,BEV-012,STR-006,130,25,28,127,False
2024-01-29,BEV-012,STR-006,127,0,25,102,False
2024-02-05,BEV-012,STR-006,102,20,120,2,False
2024-02-12,BEV-012,STR-006,2,76,70,8,False
2024-02-19,BEV-012,STR-006,8,49,35,22,False
2024-02-26,BEV-012,STR-006,22,48,70,0,True
2024-03-04,BEV-012,STR-006,0,77,49,28,False
2024-03-11,BEV-012,STR-006,28,21,21,28,False
2024-03-18,BEV-012,STR-006,28,96,98,26,False
2024-03-25,BEV-012,STR-006,26,21,21,26,False
2024-04-01,BEV-012,STR-006,26,45,33,38,False
2024-04-08,BEV-012,STR-006,38,35,21,52,False
2024-04-15,BEV-012,STR-006,52,14,52,14,False
2024-04-22,BEV-012,STR-006,14,94,14,94,False
2024-04-29,BEV-012,STR-006,94,8,22,80,False
2024-05-06,BEV-012,STR-006,80,9,54,35,False
2024-05-13,BEV-012,STR-006,35,59,16,78,False
2024-05-20,BEV-012,STR-006,78,14,44,48,False
2024-05-27,BEV-012,STR-006,48,89,85,52,False
2024-06-03,BEV-012,STR-006,52,11,20,43,False
2024-06-10,BEV-012,STR-006,43,42,46,39,False
2024-01-01,BEV-013,STR-006,134,6,36,104,False
2024-01-08,BEV-013,STR-006,104,26,32,98,False
2024-01-15,BEV-013,STR-006,98,7,13,92,False
2024-01-22,BEV-013,STR-006,92,11,34,69,False
2024-01-29,BEV-013,STR-006,69,15,46,38,False
2024-02-05,BEV-013,STR-006,38,31,42,27,False
2024-02-12,BEV-013,STR-006,27,75,37,65,False
2024-02-19,BEV-013,STR-006,65,13,78,0,True
2024-02-26,BEV-013,STR-006,0,77,77,0,True
2024-03-04,BEV-013,STR-006,0,87,47,40,False
2024-03-11,BEV-013,STR-006,40,75,16,99,False
2024-03-18,BEV-013,STR-006,99,18,46,71,False
2024-03-25,BEV-013,STR-006,71,5,24,52,False
2024-04-01,BEV-013,STR-006,52,18,38,32,False
2024-04-08,BEV-013,STR-006,32,31,19,44,False
2024-04-15,BEV-013,STR-006,44,37,40,41,False
2024-04-22,BEV-013,STR-006,41,44,79,6,False
2024-04-29,BEV-013,STR-006,6,55,43,18,False
2024-05-06,BEV-013,STR-006,18,80,18,80,False
2024-05-13,BEV-013,STR-006,80,29,44,65,False
2024-05-20,BEV-013,STR-006,65,8,43,30,False
2024-05-27,BEV-013,STR-006,30,60,38,52,False
2024-06-03,BEV-013,STR-006,52,27,73,6,False
2024-06-10,BEV-013,STR-006,6,88,21,73,False
2024-01-01,BEV-014,STR-006,147,25,48,124,False
2024-01-08,BEV-014,STR-006,124,23,117,30,False
2024-01-15,BEV-014,STR-006,30,68,48,50,False
2024-01-22,BEV-014,STR-006,50,21,32,39,False
2024-01-29,BEV-014,STR-006,39,87,32,94,False
2024-02-05,BEV-014,STR-006,94,16,11,99,False
2024-02-12,BEV-014,STR-006,99,14,40,73,False
2024-02-19,BEV-014,STR-006,73,15,49,39,False
2024-02-26,BEV-014,STR-006,39,74,43,70,False
2024-03-04,BEV-014,STR-006,70,15,35,50,False
2024-03-11,BEV-014,STR-006,50,14,22,42,False
2024-03-18,BEV-014,STR-006,42,83,25,100,False
2024-03-25,BEV-014,STR-006,100,3,39,64,False
2024-04-01,BEV-014,STR-006,64,17,31,50,False
2024-04-08,BEV-014,STR-006,50,22,21,51,False
2024-04-15,BEV-014,STR-006,51,11,39,23,False
2024-04-22,BEV-014,STR-006,23,72,32,63,False
2024-04-29,BEV-014,STR-006,63,27,50,40,False
2024-05-06,BEV-014,STR-006,40,98,30,108,False
2024-05-13,BEV-014,STR-006,108,12,46,74,False
2024-05-20,BEV-014,STR-006,74,13,27,60,False
2024-05-27,BEV-014,STR-006,60,19,79,0,True
2024-06-03,BEV-014,STR-006,0,63,16,47,False
2024-06-10,BEV-014,STR-006,47,85,129,3,False
2024-01-01,BEV-015,STR-006,118,9,81,46,False
2024-01-08,BEV-015,STR-006,46,88,48,86,False
2024-01-15,BEV-015,STR-006,86,5,19,72,False
2024-01-22,BEV-015,STR-006,72,7,30,49,False
2024-01-29,BEV-015,STR-006,49,97,90,56,False
2024-02-05,BEV-015,STR-006,56,16,61,11,False
2024-02-12,BEV-015,STR-006,11,77,32,56,False
2024-02-19,BEV-015,STR-006,56,19,75,0,True
2024-02-26,BEV-015,STR-006,0,62,47,15,False
2024-03-04,BEV-015,STR-006,15,69,72,12,False
2024-03-11,BEV-015,STR-006,12,81,60,33,False
2024-03-18,BEV-015,STR-006,33,29,45,17,False
2024-03-25,BEV-015,STR-006,17,90,10,97,False
2024-04-01,BEV-015,STR-006,97,27,30,94,False
2024-04-08,BEV-015,STR-006,94,19,32,81,False
2024-04-15,BEV-015,STR-006,81,27,34,74,False
2024-04-22,BEV-015,STR-006,74,17,30,61,False
2024-04-29,BEV-015,STR-006,61,18,38,41,False
2024-05-06,BEV-015,STR-006,41,22,10,53,False
2024-05-13,BEV-015,STR-006,53,8,44,17,False
2024-05-20,BEV-015,STR-006,17,74,34,57,False
2024-05-27,BEV-015,STR-006,57,20,77,0,True
2024-06-03,BEV-015,STR-006,0,89,32,57,False
2024-06-10,BEV-015,STR-006,57,16,22,51,False
2024-01-01,BEV-001,STR-007,136,18,11,143,False
2024-01-08,BEV-001,STR-007,143,21,16,148,False
2024-01-15,BEV-001,STR-007,148,8,87,69,False
2024-01-22,BEV-001,STR-007,69,29,27,71,False
2024-01-29,BEV-001,STR-007,71,4,26,49,False
2024-02-05,BEV-001,STR-007,49,58,16,91,False
2024-02-12,BEV-001,STR-007,91,5,13,83,False
2024-02-19,BEV-001,STR-007,83,11,94,0,True
2024-02-26,BEV-001,STR-007,0,92,38,54,False
2024-03-04,BEV-001,STR-007,54,13,33,34,False
2024-03-11,BEV-001,STR-007,34,31,28,37,False
2024-03-18,BEV-001,STR-007,37,94,131,0,False
2024-03-25,BEV-001,STR-007,0,20,20,0,True
2024-04-01,BEV-001,STR-007,0,34,18,16,False
2024-04-08,BEV-001,STR-007,16,46,62,0,True
2024-04-15,BEV-001,STR-007,0,39,21,18,False
2024-04-22,BEV-001,STR-007,18,29,10,37,False
2024-04-29,BEV-001,STR-007,37,81,41,77,False
2024-05-06,BEV-001,STR-007,77,17,94,0,True
2024-05-13,BEV-001,STR-007,0,46,41,5,False
2024-05-20,BEV-001,STR-007,5,68,48,25,False
2024-05-27,BEV-001,STR-007,25,73,17,81,False
2024-06-03,BEV-001,STR-007,81,6,43,44,False
2024-06-10,BEV-001,STR-007,44,78,47,75,False
2024-01-01,BEV-002,STR-007,186,18,17,187,False
2024-01-08,BEV-002,STR-007,187,13,14,186,False
2024-01-15,BEV-002,STR-007,186,6,13,179,False
2024-01-22,BEV-002,STR-007,179,27,34,172,False
2024-01-29,BEV-002,STR-007,172,21,23,170,False
2024-02-05,BEV-002,STR-007,170,28,29,169,False
2024-02-12,BEV-002,STR-007,169,14,23,160,False
2024-02-19,BEV-002,STR-007,160,6,10,156,False
2024-02-26,BEV-002,STR-007,156,9,21,144,False
2024-03-04,BEV-002,STR-007,144,27,47,124,False
2024-03-11,BEV-002,STR-007,124,1,27,98,False
2024-03-18,BEV-002,STR-007,98,11,39,70,False
2024-03-25,BEV-002,STR-007,70,6,13,63,False
2024-04-01,BEV-002,STR-007,63,18,40,41,False
2024-04-08,BEV-002,STR-007,41,53,48,46,False
2024-04-15,BEV-002,STR-007,46,64,110,0,True
2024-04-22,BEV-002,STR-007,0,63,43,20,False
2024-04-29,BEV-002,STR-007,20,69,15,74,False
2024-05-06,BEV-002,STR-007,74,2,41,35,False
2024-05-13,BEV-002,STR-007,35,93,31,97,False
2024-05-20,BEV-002,STR-007,97,28,51,74,False
2024-05-27,BEV-002,STR-007,74,12,16,70,False
2024-06-03,BEV-002,STR-007,70,9,13,66,False
2024-06-10,BEV-002,STR-007,66,19,26,59,False
2024-01-01,BEV-003,STR-007,183,9,41,151,False
2024-01-08,BEV-003,STR-007,151,18,33,136,False
2024-01-15,BEV-003,STR-007,136,3,122,17,False
2024-01-22,BEV-003,STR-007,17,22,39,0,True
2024-01-29,BEV-003,STR-007,0,59,46,13,False
2024-02-05,BEV-003,STR-007,13,75,44,44,False
2024-02-12,BEV-003,STR-007,44,96,49,91,False
2024-02-19,BEV-003,STR-007,91,12,23,80,False
2024-02-26,BEV-003,STR-007,80,3,26,57,False
2024-03-04,BEV-003,STR-007,57,16,44,29,False
2024-03-11,BEV-003,STR-007,29,71,22,78,False
2024-03-18,BEV-003,STR-007,78,10,37,51,False
2024-03-25,BEV-003,STR-007,51,14,31,34,False
2024-04-01,BEV-003,STR-007,34,79,24,89,False
2024-04-08,BEV-003,STR-007,89,4,33,60,False
2024-04-15,BEV-003,STR-007,60,12,48,24,False
2024-04-22,BEV-003,STR-007,24,32,21,35,False
2024-04-29,BEV-003,STR-007,35,76,42,69,False
2024-05-06,BEV-003,STR-007,69,12,25,56,False
2024-05-13,BEV-003,STR-007,56,25,27,54,False
2024-05-20,BEV-003,STR-007,54,20,16,58,False
2024-05-27,BEV-003,STR-007,58,2,43,17,False
2024-06-03,BEV-003,STR-007,17,90,63,44,False
2024-06-10,BEV-003,STR-007,44,60,15,89,False
2024-01-01,BEV-004,STR-007,69,24,25,68,False
2024-01-08,BEV-004,STR-007,68,16,48,36,False
2024-01-15,BEV-004,STR-007,36,42,15,63,False
2024-01-22,BEV-004,STR-007,63,5,22,46,False
2024-01-29,BEV-004,STR-007,46,98,31,113,False
2024-02-05,BEV-004,STR-007,113,7,38,82,False
2024-02-12,BEV-004,STR-007,82,21,42,61,False
2024-02-19,BEV-004,STR-007,61,6,14,53,False
2024-02-26,BEV-004,STR-007,53,29,46,36,False
2024-03-04,BEV-004,STR-007,36,98,19,115,False
2024-03-11,BEV-004,STR-007,115,22,56,81,False
2024-03-18,BEV-004,STR-007,81,2,83,0,True
2024-03-25,BEV-004,STR-007,0,32,11,21,False
2024-04-01,BEV-004,STR-007,21,72,14,79,False
2024-04-08,BEV-004,STR-007,79,23,82,20,False
2024-04-15,BEV-004,STR-007,20,77,39,58,False
2024-04-22,BEV-004,STR-007,58,6,35,29,False
2024-04-29,BEV-004,STR-007,29,88,117,0,True
2024-05-06,BEV-004,STR-007,0,72,43,29,False
2024-05-13,BEV-004,STR-007,29,67,35,61,False
2024-05-20,BEV-004,STR-007,61,28,43,46,False
2024-05-27,BEV-004,STR-007,46,23,48,21,False
2024-06-03,BEV-004,STR-007,21,30,38,13,False
2024-06-10,BEV-004,STR-007,13,46,40,19,False
2024-01-01,BEV-005,STR-007,70,13,47,36,False
2024-01-08,BEV-005,STR-007,36,94,73,57,False
2024-01-15,BEV-005,STR-007,57,2,10,49,False
2024-01-22,BEV-005,STR-007,49,20,37,32,False
2024-01-29,BEV-005,STR-007,32,86,47,71,False
2024-02-05,BEV-005,STR-007,71,17,11,77,False
2024-02-12,BEV-005,STR-007,77,4,52,29,False
2024-02-19,BEV-005,STR-007,29,79,43,65,False
2024-02-26,BEV-005,STR-007,65,9,40,34,False
2024-03-04,BEV-005,STR-007,34,68,45,57,False
2024-03-11,BEV-005,STR-007,57,9,12,54,False
2024-03-18,BEV-005,STR-007,54,28,35,47,False
2024-03-25,BEV-005,STR-007,47,45,35,57,False
2024-04-01,BEV-005,STR-007,57,26,24,59,False
2024-04-08,BEV-005,STR-007,59,4,55,8,False
2024-04-15,BEV-005,STR-007,8,32,40,0,True
2024-04-22,BEV-005,STR-007,0,85,30,55,False
2024-04-29,BEV-005,STR-007,55,25,47,33,False
2024-05-06,BEV-005,STR-007,33,65,47,51,False
2024-05-13,BEV-005,STR-007,51,7,17,41,False
2024-05-20,BEV-005,STR-007,41,83,16,108,False
2024-05-27,BEV-005,STR-007,108,18,17,109,False
2024-06-03,BEV-005,STR-007,109,23,30,102,False
2024-06-10,BEV-005,STR-007,102,17,98,21,False
2024-01-01,BEV-006,STR-007,142,29,24,147,False
2024-01-08,BEV-006,STR-007,147,21,38,130,False
2024-01-15,BEV-006,STR-007,130,12,47,95,False
2024-01-22,BEV-006,STR-007,95,6,58,43,False
2024-01-29,BEV-006,STR-007,43,99,49,93,False
2024-02-05,BEV-006,STR-007,93,13,47,59,False
2024-02-12,BEV-006,STR-007,59,24,18,65,False
2024-02-19,BEV-006,STR-007,65,12,33,44,False
2024-02-26,BEV-006,STR-007,44,91,78,57,False
2024-03-04,BEV-006,STR-007,57,9,14,52,False
2024-03-11,BEV-006,STR-007,52,8,45,15,False
2024-03-18,BEV-006,STR-007,15,44,38,21,False
2024-03-25,BEV-006,STR-007,21,20,36,5,False
2024-04-01,BEV-006,STR-007,5,73,78,0,True
2024-04-08,BEV-006,STR-007,0,77,15,62,False
2024-04-15,BEV-006,STR-007,62,25,11,76,False
2024-04-22,BEV-006,STR-007,76,1,32,45,False
2024-04-29,BEV-006,STR-007,45,39,84,0,True
2024-05-06,BEV-006,STR-007,0,84,29,55,False
